Battery_ID,Cycles,Voltage_V,Current_A,Temperature_C,Internal_Resistance_mOhm,Capacity_Ah,SOH
B00456,957,4.05,4.6,37.4,66.6,41.42,79.79
B00457,812,3.21,3.35,32.5,63.7,42.63,84.4
B00458,825,3.65,2.76,33.3,67.4,41.19,83.36
B00459,783,4.14,1.92,21.5,63.3,41.32,83.04
B00460,337,3.68,1.1,31.9,47.4,47.56,91.77
B00461,1868,3.92,4.39,48.1,107.8,31.19,60.14
B00462,1898,3.46,4.08,42.8,107.7,30.58,60.01
B00463,354,3.32,2.89,35.4,44.1,47.43,90.49
B00464,1306,3.94,3.49,24.3,85.5,37.94,73.16
B00465,1583,3.56,4.53,47.2,92.1,34.31,65.44
B00466,1392,4.11,2.66,33.3,87.7,35.51,69.18
B00467,159,3.67,1.93,41.0,36.6,48.57,94.18
B00468,34,3.35,1.41,35.6,27.8,49.51,98.07
B00469,1088,3.74,2.74,33.3,70.8,39.49,78.55
B00470,1472,3.74,1.39,49.8,89.9,35.85,65.66
B00471,1613,3.42,4.72,25.9,96.3,33.1,66.78
B00472,1687,3.55,1.85,36.0,93.3,32.21,65.55
B00473,1000,3.57,3.15,29.4,66.4,40.59,78.03
B00474,1904,3.26,2.04,24.9,107.1,31.91,63.04
B00475,442,3.31,2.94,41.0,46.5,45.74,89.24
B00476,1967,3.37,4.1,33.5,110.0,30.45,60.23
B00477,1091,3.45,0.55,44.9,71.3,38.45,74.67
B00478,117,3.84,2.07,43.2,33.1,49.44,96.29
B00479,1579,4.05,1.67,46.8,91.1,34.51,64.35
B00480,1565,3.2,2.66,33.5,90.4,33.48,66.15
B00481,1561,4.07,4.02,44.2,96.7,33.62,67.2
B00482,1411,3.53,2.22,44.7,81.7,34.93,67.69
B00483,1784,3.68,3.99,20.8,105.0,33.13,64.83
B00484,1155,4.18,0.64,31.4,75.8,37.82,74.75
B00485,1402,3.69,4.64,46.4,87.6,36.63,70.48
B00486,1045,4.1,2.79,29.2,76.4,39.91,79.57
B00487,1578,3.89,2.18,40.5,92.9,35.22,66.95
B00488,1536,3.73,4.68,49.5,96.1,34.25,64.62
B00489,178,3.97,3.65,34.7,33.6,48.1,94.45
B00490,490,3.24,4.61,39.0,54.5,44.37,89.72
B00491,813,3.8,2.34,20.7,61.9,41.69,83.64
B00492,453,3.33,1.46,27.0,53.0,46.27,89.73
B00493,871,3.84,3.97,29.8,66.8,41.24,80.02
B00494,1282,3.56,2.11,25.6,80.7,37.92,74.34
B00495,888,3.62,1.45,38.6,69.6,41.41,81.62
B00496,1756,3.91,2.46,31.7,103.0,33.34,65.51
B00497,641,3.56,3.14,20.8,52.9,43.56,87.98
B00498,1130,3.4,3.34,44.8,75.8,39.49,76.35
B00499,1182,3.41,2.55,21.9,72.6,37.93,77.5
B00500,1828,3.57,1.16,27.5,106.9,32.15,61.57
B00501,451,3.27,0.55,41.3,43.4,45.04,88.73
B00502,1641,3.7,3.43,24.4,94.5,33.4,68.46
B00503,776,3.91,2.56,49.7,63.6,41.87,79.48
B00504,1329,4.07,0.83,44.2,82.2,37.28,71.98
B00505,1099,3.46,2.4,36.6,69.4,38.86,74.55
B00506,699,3.44,1.01,48.8,58.2,43.57,83.39
B00507,294,3.49,1.96,44.3,43.6,46.66,93.01
B00508,165,3.73,1.67,29.6,35.3,47.91,97.1
B00509,1588,3.7,4.85,40.7,96.5,33.27,64.06
B00510,222,4.11,1.1,36.0,40.2,47.59,94.22
B00511,344,3.84,4.45,29.0,48.7,46.5,92.06
B00512,1596,3.49,3.0,25.3,94.1,34.52,67.96
B00513,1889,3.26,0.56,22.3,105.1,31.79,60.86
B00514,832,3.81,4.95,21.1,63.1,41.81,84.56
B00515,64,3.7,4.43,36.0,34.9,50.3,96.78
B00516,1647,3.3,3.21,44.7,96.4,33.97,65.3
B00517,1060,3.98,3.32,41.1,72.9,38.88,76.07
B00518,75,4.01,4.71,36.4,33.0,48.71,95.91
B00519,876,3.21,1.47,34.4,63.3,41.91,79.76
B00520,933,3.93,1.46,40.7,67.4,40.96,80.79
B00521,762,4.03,3.22,33.5,65.1,41.71,84.14
B00522,1682,3.62,2.94,27.0,97.4,33.65,68.0
B00523,1324,3.44,4.28,25.6,86.2,37.35,72.16
B00524,568,3.36,4.99,23.9,51.4,43.67,88.35
B00525,719,3.91,0.93,33.9,63.1,43.14,83.12
B00526,1580,3.92,1.21,39.4,97.8,33.48,65.16
B00527,758,3.97,3.17,27.5,58.3,41.68,83.89
B00528,1209,4.12,1.41,42.3,77.0,38.85,71.95
B00529,665,3.51,2.27,33.3,54.8,43.19,85.05
B00530,1052,3.73,1.92,36.9,68.2,39.88,75.99
B00531,797,3.53,3.68,49.6,59.7,41.31,80.26
B00532,1294,4.14,4.17,43.0,83.4,36.43,70.01
B00533,906,3.88,1.21,41.3,70.1,41.86,78.22
B00534,1015,3.5,0.62,32.8,71.3,40.65,78.22
B00535,822,3.48,3.91,38.6,58.5,41.69,79.98
B00536,835,3.96,4.5,38.0,66.7,42.5,82.18
B00537,862,3.75,3.38,46.8,68.6,42.02,78.39
B00538,1179,4.03,4.58,27.1,72.2,37.48,75.92
B00539,798,3.98,3.61,43.5,57.1,41.7,79.81
B00540,366,3.6,4.29,46.9,45.6,46.32,88.05
B00541,1991,3.23,1.9,30.0,113.5,31.07,59.82
B00542,689,3.99,4.54,43.5,55.3,42.76,84.25
B00543,1164,3.85,4.15,28.0,77.3,38.27,77.76
B00544,693,3.61,3.17,48.7,55.3,42.89,82.38
B00545,1464,3.91,2.14,37.6,88.6,35.99,69.27
B00546,172,3.56,1.02,46.3,40.4,49.01,92.97
B00547,1306,4.19,0.91,28.0,86.5,36.94,74.97
B00548,1297,3.55,1.01,48.8,83.2,37.06,68.53
B00549,1617,3.26,4.11,25.6,97.6,33.35,66.66
B00550,725,3.21,2.68,45.9,55.5,42.66,82.57
B00551,481,3.35,4.42,33.9,47.6,45.08,90.35
B00552,1786,3.65,4.99,25.9,104.3,31.83,63.32
B00553,1156,4.04,1.45,33.2,75.9,39.02,73.84
B00554,1673,3.35,3.04,23.3,98.5,33.66,65.03
B00555,1656,3.52,2.61,32.1,96.5,32.49,65.67
B00556,649,3.63,1.59,26.1,58.3,42.52,86.2
B00557,595,4.03,4.41,37.1,57.7,43.41,86.11
B00558,1280,3.27,4.28,26.6,82.3,37.06,73.33
B00559,662,3.34,4.5,21.3,57.3,43.22,88.06
B00560,632,3.93,4.68,37.1,60.0,42.94,86.04
B00561,1685,3.29,4.52,24.4,97.6,32.39,67.67
B00562,242,3.54,1.56,29.2,41.1,47.86,95.05
B00563,1735,3.25,3.48,20.8,102.5,32.31,67.49
B00564,1903,3.73,1.96,37.9,101.5,30.51,60.4
B00565,1803,3.56,1.46,21.7,97.4,31.38,62.58
B00566,1065,3.5,3.47,28.5,73.2,38.89,79.11
B00567,431,3.37,3.62,28.4,49.2,46.64,91.05
B00568,1776,4.09,4.97,31.8,98.6,32.67,65.27
B00569,1755,4.2,1.96,34.9,99.1,32.28,62.1
B00570,606,3.33,0.83,45.0,49.6,43.67,86.64
B00571,1941,3.65,4.48,38.2,110.8,31.57,59.95
B00572,1047,3.84,1.17,37.5,68.1,38.71,78.18
B00573,1998,4.03,2.11,43.1,107.2,30.4,59.22
B00574,615,3.75,2.6,48.3,54.8,42.87,86.05
B00575,328,3.31,3.34,47.8,44.1,47.23,89.74
B00576,524,3.92,2.94,41.9,52.8,45.57,86.28
B00577,1829,3.61,2.88,43.5,99.3,31.28,61.28
B00578,1962,3.44,1.44,35.5,104.2,30.57,57.73
B00579,385,3.31,2.44,21.6,46.3,46.87,94.7
B00580,144,3.74,4.36,29.7,31.8,49.56,98.19
B00581,955,3.94,0.62,44.3,68.0,41.21,79.51
B00582,698,4.17,0.59,39.5,62.0,43.29,82.55
B00583,1680,3.96,1.05,32.0,94.8,33.57,66.13
B00584,198,4.14,4.45,27.9,41.9,48.25,94.39
B00585,881,4.07,2.11,22.3,64.4,40.49,81.88
B00586,209,3.22,3.29,20.3,38.0,48.07,95.0
B00587,1446,3.72,3.63,42.5,90.1,34.71,68.72
B00588,1043,3.2,0.9,23.4,68.9,40.51,80.06
B00589,1767,3.41,0.79,31.9,101.5,31.66,63.8
B00590,354,3.81,1.47,34.9,46.6,46.85,90.7
B00591,1664,3.62,0.99,44.7,92.0,32.43,65.67
B00592,285,3.31,2.5,37.0,46.3,47.14,91.01
B00593,1116,3.54,4.48,42.0,79.3,38.9,74.96
B00594,359,3.99,3.72,42.4,48.8,45.93,89.58
B00595,1579,4.18,0.82,30.9,91.8,35.2,67.23
B00596,281,3.58,2.09,38.6,43.4,46.36,93.27
B00597,521,3.26,4.62,36.9,54.6,45.37,85.95
B00598,1474,3.47,2.4,49.1,91.5,35.71,65.88
B00599,107,4.17,1.73,44.5,37.7,49.56,94.18
B00600,1579,3.28,3.99,48.6,97.0,34.7,64.28
B00601,1407,3.39,0.92,29.4,82.9,35.38,71.74
B00602,898,3.73,3.7,38.4,70.8,41.43,79.51
B00603,1953,3.26,0.78,42.4,105.5,31.08,59.36
B00604,1721,4.06,1.06,31.2,94.3,33.75,62.82
B00605,275,3.58,0.67,38.6,40.1,47.25,91.08
B00606,1078,4.1,3.56,37.2,74.2,38.65,78.17
B00607,25,3.5,1.3,44.6,30.3,50.59,97.58
B00608,1533,3.84,1.96,41.9,89.2,35.44,67.99
B00609,258,3.41,1.61,36.5,40.2,47.95,92.5
B00610,381,4.09,1.44,21.4,48.0,46.92,91.13
B00611,1877,4.18,1.15,24.3,107.7,31.01,60.64
B00612,1601,3.73,0.58,34.6,92.0,33.02,67.45
B00613,465,3.93,3.74,36.7,46.1,44.66,89.47
B00614,676,4.09,4.21,48.4,57.7,42.55,82.42
B00615,863,3.29,2.83,46.0,64.8,40.62,79.24
B00616,441,3.38,2.77,22.0,50.2,46.08,91.78
B00617,1255,3.82,2.45,26.5,81.6,36.46,76.4
B00618,1056,3.66,1.49,41.6,71.0,39.42,76.69
B00619,104,4.1,2.72,46.6,35.6,49.27,96.5
B00620,1611,4.11,4.17,34.9,98.5,34.13,67.4
B00621,807,3.91,0.83,24.3,65.4,41.03,83.55
B00622,583,4.17,4.26,45.3,51.0,44.0,85.85
B00623,934,3.49,2.68,32.6,68.9,39.85,82.02
B00624,546,3.34,0.68,36.3,52.6,43.71,86.21
B00625,675,3.74,0.73,31.8,54.0,42.28,86.65
B00626,372,4.15,2.75,33.5,49.6,45.76,91.91
B00627,790,3.49,3.92,42.2,63.0,42.12,83.55
B00628,1506,3.57,1.15,29.9,92.2,35.81,70.58
B00629,579,4.1,0.51,46.6,49.7,44.2,87.1
B00630,320,4.06,3.25,25.3,45.7,47.04,95.07
B00631,1149,3.57,1.14,45.8,73.6,38.68,72.51
B00632,139,3.41,2.12,49.2,33.6,47.84,94.35
B00633,229,3.27,2.26,44.6,43.7,47.19,90.73
B00634,512,3.51,3.26,26.0,47.5,44.65,87.91
B00635,1671,3.53,4.2,22.3,95.3,32.54,67.34
B00636,373,4.01,4.82,39.1,46.8,45.97,91.17
B00637,1398,3.33,2.5,25.1,87.9,36.06,71.62
B00638,1053,3.97,3.63,21.9,70.5,39.75,77.61
B00639,281,3.52,1.53,32.4,44.6,47.79,92.28
B00640,1151,3.82,4.81,22.8,78.1,39.21,75.61
B00641,1288,3.58,3.42,38.8,81.8,36.39,72.93
B00642,1154,3.47,2.5,47.6,73.0,38.92,75.31
B00643,374,3.37,2.99,33.8,47.8,46.52,92.29
B00644,887,3.8,4.68,32.4,65.0,41.31,81.95
B00645,1640,4.14,3.67,45.6,93.1,33.3,63.09
B00646,670,3.95,2.63,48.2,52.5,43.68,83.48
B00647,458,3.79,3.36,26.5,45.3,46.0,90.01
B00648,986,3.71,1.55,27.7,68.5,39.89,80.96
B00649,1811,3.58,1.41,26.7,99.3,32.01,64.16
B00650,898,3.43,2.52,37.6,69.9,40.12,79.02
B00651,242,3.94,4.01,40.7,37.0,46.69,91.31
B00652,665,3.88,3.54,23.0,52.7,42.56,85.41
B00653,948,3.2,3.58,22.0,63.0,40.89,79.65
B00654,688,4.12,3.52,21.6,58.6,43.4,84.78
B00655,1505,4.0,2.18,43.7,85.4,35.64,67.35
B00656,1996,3.47,3.84,43.4,112.9,30.55,55.62
B00657,973,3.75,1.85,37.8,66.2,40.98,76.78
B00658,1810,3.86,2.55,43.8,107.0,32.33,61.81
B00659,784,4.08,0.69,34.1,61.9,41.48,84.93
B00660,1332,3.69,3.81,39.4,80.6,37.28,69.8
B00661,719,4.18,1.78,45.4,58.4,43.75,81.96
B00662,851,3.87,1.98,36.2,60.1,41.47,82.22
B00663,1627,3.29,2.42,47.7,96.3,34.14,64.55
B00664,1154,3.95,3.35,45.4,75.5,38.35,73.05
B00665,1380,4.09,2.23,29.5,86.2,35.77,71.68
B00666,1606,3.95,1.73,44.9,89.6,33.26,63.1
B00667,620,4.14,4.12,24.0,54.2,43.79,88.27
B00668,198,3.88,2.5,36.5,37.0,47.1,93.48
B00669,1984,4.17,4.05,39.9,106.4,30.97,59.05
B00670,139,3.95,4.27,31.3,31.3,49.17,96.87
B00671,401,4.03,3.77,42.0,45.9,46.41,90.97
B00672,1009,3.61,4.09,49.3,68.0,39.59,77.93
B00673,993,4.1,3.17,38.8,73.1,39.43,79.92
B00674,295,4.13,1.54,31.3,46.6,47.45,91.89
B00675,1742,3.51,0.55,43.3,100.3,31.85,62.28
B00676,1745,4.01,2.33,38.0,104.6,31.92,63.98
B00677,1193,3.83,2.7,35.9,74.0,38.03,74.15
B00678,1163,3.47,2.38,30.3,76.1,38.86,76.93
B00679,758,3.81,4.26,25.8,57.5,41.53,85.73
B00680,763,3.46,1.76,32.7,60.8,42.09,83.41
B00681,188,4.01,1.99,48.8,41.1,47.25,91.81
B00682,1460,3.38,4.15,21.4,86.3,35.34,73.2
B00683,1720,3.3,3.89,44.4,94.0,32.71,62.42
B00684,782,3.84,3.69,40.8,63.2,41.46,83.15
B00685,1022,3.47,1.34,24.8,75.8,40.48,80.56
B00686,1646,3.61,4.36,47.0,91.3,34.36,64.59
B00687,950,3.3,1.82,24.8,69.9,40.13,80.62
B00688,189,3.86,1.65,44.4,41.5,48.23,95.23
B00689,1631,4.06,1.68,32.1,92.5,33.88,67.11
B00690,1248,4.12,2.65,32.4,81.3,38.04,74.64
B00691,218,3.8,3.23,33.2,38.2,48.04,92.9
B00692,1559,3.81,1.31,34.7,94.6,35.09,68.42
B00693,540,4.02,2.41,25.3,51.9,44.53,90.3
B00694,1680,3.78,2.2,47.6,99.1,33.04,63.79
B00695,1787,3.43,0.69,37.0,101.3,31.93,61.6
B00696,1077,3.8,3.76,32.9,72.8,39.74,75.75
B00697,431,3.58,1.59,44.1,43.1,45.35,87.56
B00698,1487,3.95,3.41,40.4,88.1,35.63,66.91
B00699,1982,3.76,0.76,44.1,111.0,29.93,59.42
B00700,285,3.51,0.78,34.4,40.3,48.14,93.3
B00701,1741,4.14,3.59,35.0,104.3,32.22,64.02
B00702,953,3.85,4.14,43.0,66.7,41.35,76.73
B00703,1639,4.12,3.97,35.2,97.3,33.49,67.6
B00704,1569,3.87,0.65,32.4,91.3,33.62,65.82
B00705,28,3.72,1.72,22.6,30.8,49.49,98.76
B00706,1287,3.69,3.98,24.9,84.4,36.96,74.06
B00707,1147,3.89,4.65,37.9,78.0,39.47,75.49
B00708,376,3.95,2.66,48.6,48.2,47.21,89.75
B00709,1460,3.24,1.46,45.2,92.9,36.13,67.19
B00710,611,3.35,0.61,30.7,57.4,43.48,85.54
B00711,1755,3.57,2.23,28.0,98.6,32.81,64.11
B00712,1184,3.38,4.7,22.8,76.6,39.09,78.56
B00713,335,3.93,1.46,32.7,47.1,45.72,91.12
B00714,1358,3.82,1.39,35.2,83.6,36.36,71.85
B00715,420,3.54,2.06,32.0,49.7,46.71,90.16
B00716,550,3.45,3.76,37.2,51.7,43.7,88.01
B00717,731,3.86,4.85,41.0,64.2,42.74,84.86
B00718,983,3.71,4.99,27.0,71.9,39.59,80.65
B00719,773,3.72,3.72,27.4,58.1,43.24,84.0
B00720,1427,3.29,4.76,29.1,86.0,35.99,71.63
B00721,18,3.51,4.33,41.6,26.7,49.83,96.38
B00722,1924,3.26,3.77,38.9,106.0,31.27,61.04
B00723,788,4.18,2.54,37.6,63.6,42.38,81.92
B00724,339,3.8,2.47,49.7,40.1,46.92,91.21
B00725,1401,3.92,1.89,29.8,88.9,35.18,70.91
B00726,788,3.58,4.06,30.3,59.9,41.84,85.07
B00727,1442,3.45,1.1,28.6,91.3,35.76,69.12
B00728,216,3.89,4.72,44.8,35.0,47.99,91.77
B00729,593,3.91,2.87,24.7,55.7,44.77,88.93
B00730,1537,4.0,0.8,34.3,95.7,34.69,65.93
B00731,1086,4.13,1.57,26.1,77.0,38.43,79.12
B00732,1471,3.25,3.37,30.2,93.2,35.16,71.77
B00733,1147,3.93,3.87,42.2,76.3,38.61,75.98
B00734,273,3.75,4.48,44.0,42.3,46.42,91.52
B00735,232,3.41,1.42,35.7,40.1,47.02,93.54
B00736,808,3.38,2.75,26.0,62.2,42.39,83.57
B00737,312,3.97,4.96,20.6,44.3,47.38,94.75
B00738,548,3.74,0.59,20.1,49.9,44.75,87.83
B00739,1844,4.19,2.61,31.8,108.0,31.2,63.13
B00740,718,3.39,3.7,33.2,59.6,43.5,83.38
B00741,49,4.13,1.62,47.1,35.2,48.99,95.55
B00742,1957,3.74,3.63,27.3,112.6,30.01,59.04
B00743,1018,4.01,4.91,28.0,66.8,38.82,80.43
B00744,1354,4.1,0.58,22.0,81.5,35.97,71.51
B00745,33,3.53,1.76,33.1,32.5,50.57,99.96
B00746,903,3.92,4.26,20.3,69.0,40.38,81.39
B00747,1533,3.24,1.27,38.2,94.9,34.72,66.19
B00748,150,3.55,2.77,27.9,31.8,48.19,98.39
B00749,281,3.42,1.1,44.1,37.0,46.27,92.87
B00750,1904,4.12,2.73,38.5,107.4,30.23,58.04
B00751,1327,3.21,3.89,33.8,86.2,35.76,71.05
B00752,1027,3.56,1.47,35.2,69.5,39.79,77.4
B00753,1582,3.48,2.58,39.0,90.2,34.78,65.02
B00754,1979,3.5,1.0,47.2,111.4,30.87,55.34
B00755,691,3.82,3.23,44.7,54.4,42.8,83.35
B00756,1387,3.75,2.78,46.7,82.8,35.71,67.19
B00757,958,4.07,4.57,31.7,70.6,40.57,77.85
B00758,154,3.33,2.75,36.4,34.3,48.01,94.18
B00759,835,4.17,2.01,24.2,67.6,42.34,83.98
B00760,1105,3.21,1.47,32.0,78.8,38.66,78.66
B00761,1149,4.15,2.7,24.3,74.5,37.98,76.75
B00762,421,3.87,3.37,27.0,43.3,46.14,91.34
B00763,867,4.12,3.45,44.7,63.1,40.37,80.35
B00764,1827,3.32,1.93,41.5,98.3,32.69,61.13
B00765,194,3.54,2.52,34.5,34.4,49.04,94.72
B00766,736,3.29,4.47,28.1,55.1,43.34,85.17
B00767,273,3.36,3.8,26.8,40.1,47.84,96.09
B00768,344,3.42,3.78,37.2,41.7,46.63,90.55
B00769,573,3.6,2.08,46.4,53.5,44.65,85.37
B00770,1057,3.29,4.81,38.9,71.8,39.32,77.55
B00771,924,3.86,3.32,21.0,63.4,41.18,81.75
B00772,864,3.55,0.63,34.7,66.3,41.63,81.21
B00773,1963,3.24,4.35,26.0,109.1,30.58,62.14
B00774,1722,3.35,2.17,31.2,102.0,33.34,64.03
B00775,558,3.22,4.72,24.1,49.3,44.64,88.78
B00776,1289,3.55,1.09,39.5,83.2,37.49,73.77
B00777,406,3.38,3.91,26.4,48.9,45.03,89.99
B00778,587,3.69,0.65,37.8,55.9,43.35,87.62
B00779,1545,3.51,1.93,47.9,93.6,33.59,65.64
B00780,1717,3.36,1.31,40.1,97.6,32.69,64.33
B00781,1702,3.26,3.39,24.7,93.8,33.52,67.53
B00782,1477,3.81,3.93,39.8,88.1,34.41,69.58
B00783,1221,3.21,4.11,44.3,75.2,37.87,71.74
B00784,840,3.83,4.49,22.9,59.2,42.28,84.15
B00785,36,3.75,4.35,38.1,29.1,48.75,97.1
B00786,1746,4.05,2.8,40.7,95.7,32.34,62.83
B00787,816,3.72,1.07,32.0,67.2,41.57,81.04
B00788,298,3.66,1.91,42.1,42.5,47.72,91.13
B00789,1412,3.84,1.43,48.6,89.7,35.26,67.4
B00790,1987,4.07,0.73,39.5,112.6,30.55,56.67
B00791,1226,3.41,4.08,38.5,78.1,38.61,74.03
B00792,1974,3.87,4.25,40.5,109.4,29.38,60.02
B00793,212,3.27,2.46,29.7,42.5,47.4,96.76
B00794,134,4.09,3.62,37.7,33.4,49.65,96.72
B00795,1505,4.07,3.79,20.7,89.1,35.16,68.59
B00796,1839,3.89,4.45,26.8,101.7,31.71,62.12
B00797,378,3.8,4.3,47.6,46.3,45.3,89.38
B00798,1368,4.19,3.96,24.1,86.8,36.94,74.2
B00799,680,3.94,2.49,40.9,53.0,43.96,85.35
B00800,1037,3.72,2.86,44.9,66.5,40.41,77.35
B00801,1313,4.02,0.97,33.5,83.1,37.45,70.73
B00802,1806,3.51,3.1,32.8,101.6,31.08,62.13
B00803,1574,3.59,3.71,45.4,89.5,35.15,66.15
B00804,1856,3.34,1.65,34.6,107.3,31.1,60.12
B00805,1206,3.86,1.64,45.7,82.1,37.55,74.0
B00806,524,3.45,0.92,45.9,55.5,45.65,86.47
B00807,1602,4.06,2.65,34.5,95.8,34.7,66.11
B00808,1515,4.04,2.94,38.8,88.1,34.58,67.46
B00809,1017,4.16,0.68,37.9,67.7,39.67,77.41
B00810,810,3.54,4.14,49.1,66.9,42.47,79.85
B00811,1460,3.89,4.33,26.0,93.3,34.54,69.9
B00812,1861,4.04,1.39,35.6,100.1,31.82,62.78
B00813,1735,3.79,4.76,26.8,103.4,32.33,66.81
B00814,1381,4.1,3.33,33.4,89.2,36.12,69.73
B00815,1620,4.02,2.82,43.7,91.3,33.0,65.37
B00816,440,3.85,1.91,23.1,46.1,45.26,91.66
B00817,1042,3.9,3.33,46.9,74.1,39.99,77.47
B00818,155,4.18,4.66,40.5,34.2,47.51,95.09
B00819,1031,3.29,4.0,47.1,67.8,39.36,77.03
B00820,1184,3.27,2.63,45.6,76.4,38.75,74.29
B00821,1199,3.41,4.14,21.7,77.1,37.87,77.29
B00822,606,3.41,2.09,24.3,55.3,44.89,88.11
B00823,1589,3.95,1.69,38.4,97.2,34.6,67.44
B00824,185,3.88,2.95,25.1,40.3,47.7,97.86
B00825,1814,3.87,2.67,29.3,106.4,32.4,64.03
B00826,1264,3.3,0.58,30.6,82.4,37.83,74.71
B00827,698,3.82,0.76,24.1,59.0,42.04,87.15
B00828,1128,3.84,3.91,29.1,70.5,38.44,75.56
B00829,55,3.82,4.12,44.7,29.3,49.91,95.49
B00830,998,3.43,4.2,45.2,71.7,40.52,78.84
B00831,1536,3.48,2.39,23.8,89.0,34.16,69.44
B00832,710,3.41,4.01,33.0,56.2,42.06,83.94
B00833,880,3.54,1.95,31.9,68.8,40.96,79.5
B00834,575,3.89,3.59,36.9,50.3,44.95,86.11
B00835,1005,3.39,4.79,32.7,65.5,40.18,77.12
B00836,331,3.74,1.17,39.5,40.7,46.41,90.73
B00837,67,3.51,4.56,21.6,29.5,50.02,99.59
B00838,554,3.92,1.09,31.9,52.0,43.62,85.97
B00839,997,3.45,4.94,35.6,64.9,39.97,79.54
B00840,1541,4.01,0.73,36.0,87.5,34.79,68.6
B00841,1192,3.51,5.0,48.2,80.0,39.07,71.88
B00842,1635,3.94,1.48,39.0,90.6,34.42,65.28
B00843,1397,3.84,0.87,46.2,81.5,36.11,70.6
B00844,207,3.35,2.81,43.4,40.6,47.34,92.13
B00845,1407,4.08,4.74,26.1,82.9,35.86,70.88
B00846,937,4.07,1.13,35.0,67.1,41.29,79.03
B00847,1984,4.17,3.15,22.7,105.3,29.9,60.05
B00848,1009,3.38,2.06,28.0,65.5,39.47,80.71
B00849,94,3.6,2.97,22.2,38.7,48.71,97.93
B00850,943,3.65,3.73,33.6,71.2,41.46,79.5
B00851,1729,3.71,1.35,46.9,95.7,32.78,62.2
B00852,1330,3.63,0.8,46.1,85.3,36.28,68.46
B00853,841,3.55,4.23,41.8,66.1,41.74,79.68
B00854,1907,3.5,4.83,27.3,109.9,31.61,63.11
B00855,1202,4.16,3.47,24.9,76.1,38.98,77.18
B00856,1334,3.77,3.35,47.8,85.0,37.17,71.36
B00857,956,3.82,2.11,44.5,72.1,40.67,78.69
B00858,1508,3.85,2.07,49.7,89.6,35.72,65.28
B00859,1159,4.15,2.42,49.3,72.2,37.88,72.21
B00860,267,3.5,4.56,28.7,38.7,47.12,95.17
B00861,845,3.25,4.63,39.9,65.2,41.16,79.43
B00862,1787,3.58,0.9,33.3,101.8,32.37,61.99
B00863,1115,3.21,3.72,21.6,77.4,39.06,78.07
B00864,88,3.71,3.29,39.2,37.2,49.2,94.42
B00865,1021,3.52,4.66,35.5,72.4,39.19,79.51
B00866,1327,3.32,2.82,32.5,82.8,36.01,73.4
B00867,81,3.67,2.71,49.6,32.7,48.47,93.97
B00868,1608,3.54,4.27,40.4,95.3,33.32,66.15
B00869,1586,3.88,1.61,42.3,90.2,33.77,67.2
B00870,184,3.95,1.6,29.5,33.3,47.58,96.12
B00871,1254,3.38,1.51,21.7,83.4,38.42,74.52
B00872,1883,3.53,4.51,48.8,105.9,30.87,57.81
B00873,1361,3.35,2.73,27.8,83.6,36.95,73.32
B00874,1646,4.02,4.42,29.3,100.2,33.42,67.85
B00875,773,3.22,1.21,48.0,61.0,42.48,83.02
B00876,1315,3.47,4.6,36.1,86.9,36.5,71.24
B00877,1694,3.65,1.13,42.7,99.9,33.05,65.4
B00878,1103,3.87,3.87,32.0,73.3,38.85,77.28
B00879,775,3.97,4.3,28.5,56.1,41.96,82.85
B00880,465,3.27,4.89,26.8,46.2,44.41,89.7
B00881,90,3.83,0.72,47.1,36.6,49.06,93.7
B00882,1330,4.12,2.18,38.2,83.3,35.78,72.88
B00883,545,3.88,1.89,45.5,51.6,43.57,84.15
B00884,1225,3.23,2.61,33.3,81.6,38.59,74.91
B00885,1487,4.15,2.66,27.3,87.9,36.1,68.48
B00886,320,3.91,1.13,38.7,41.9,47.57,93.42
B00887,1834,3.67,3.66,41.6,104.0,30.68,60.14
B00888,800,3.88,2.21,31.9,59.7,42.71,84.49
B00889,1115,3.95,1.77,49.2,74.0,38.47,73.89
B00890,2000,3.72,2.09,21.6,106.4,30.66,62.51
B00891,610,3.67,4.13,37.1,55.0,43.57,86.02
B00892,1291,3.63,3.54,32.5,85.5,37.05,71.57
B00893,702,3.99,4.12,29.8,53.3,43.06,83.28
B00894,779,3.32,2.42,21.2,59.4,41.61,83.07
B00895,1489,3.85,4.05,42.0,92.1,35.52,68.2
B00896,1393,3.86,2.14,35.0,82.3,35.39,69.89
B00897,294,3.46,0.76,41.2,38.4,47.7,92.33
B00898,1789,3.83,0.88,46.6,104.4,32.86,61.35
B00899,1078,4.04,4.45,44.8,75.8,38.23,75.27
B00900,628,3.6,2.85,43.7,58.5,44.31,84.28
B00901,1732,3.36,3.31,47.9,94.7,32.33,61.29
B00902,1652,4.15,1.35,31.9,100.9,33.24,66.01
B00903,1567,3.91,1.63,32.5,97.5,34.02,68.32
B00904,1952,3.88,2.7,49.4,104.7,30.21,57.99
B00905,1878,3.23,3.42,41.7,105.5,31.43,58.23
B00906,1350,3.21,3.4,21.7,82.8,35.52,73.67
B00907,361,3.89,1.42,25.8,42.8,46.38,91.63
B00908,808,3.35,1.88,31.0,65.6,41.81,83.87
B00909,99,4.05,3.46,37.3,37.2,49.1,96.6
B00910,347,3.74,4.28,44.4,45.9,46.3,88.99
B00911,783,3.84,0.64,47.8,61.5,41.68,79.18
